amfi_code,scheme_name,date,nav
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,2026-05-18,32.068
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,2026-05-19,31.8284
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,2026-05-20,31.1381
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,2026-05-21,30.8189
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,2026-05-22,30.6837
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,2026-05-25,30.299
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,2026-05-26,30.5682
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,2026-05-27,30.7587
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,2026-05-28,30.5526
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,2026-05-29,30.7014
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-03,79.378
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-04,80.2201
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-05,80.9808
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-06,81.1652
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-07,80.6564
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-10,82.0499
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-11,82.9602
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-12,82.504
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-13,82.6942
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-14,81.6146
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-17,81.7853
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-18,81.3012
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-19,83.0208
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-20,83.5207
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-21,81.8525
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-24,83.2512
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-25,83.3607
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-26,84.3433
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-27,84.653
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-28,85.1546
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-01-31,84.5915
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-01,85.1865
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-02,85.9721
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-03,85.1163
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-04,84.2915
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-07,83.5011
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-08,84.4955
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-09,84.8874
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-10,84.7286
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-11,85.5428
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-14,84.5818
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-15,84.8154
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-16,86.0373
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-17,85.6537
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-18,85.776
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-21,86.0592
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-22,86.969
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-23,85.8892
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-24,85.7395
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-25,85.4467
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-02-28,86.0736
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-01,85.9216
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-02,86.1391
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-03,85.176
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-04,85.3453
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-07,86.7585
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-08,86.8464
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-09,87.9138
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-10,87.2358
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-11,86.0757
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-14,86.6891
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-15,87.4241
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-16,87.0252
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-17,88.2707
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-18,87.645
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-21,87.0278
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-22,87.0861
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-23,86.9815
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-24,86.0081
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-25,86.1722
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-28,86.2883
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-29,86.6271
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-30,88.5565
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-03-31,89.4978
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-01,88.7955
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-04,91.0883
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-05,91.1266
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-06,91.3962
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-07,90.7319
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-08,90.9175
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-11,90.9757
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-12,91.4509
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-13,91.8262
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-14,91.8496
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-15,92.5671
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-18,92.0894
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-19,93.0461
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-20,92.369
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-21,91.2857
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-22,90.7198
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-25,90.7106
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-26,89.9267
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-27,90.2156
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-28,89.6801
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-04-29,89.5595
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-02,89.9029
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-03,89.9291
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-04,89.2022
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-05,89.088
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-06,89.681
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-09,88.9914
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-10,88.0179
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-11,86.5713
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-12,86.0393
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-13,86.6119
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-16,86.0273
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-17,86.2567
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-18,86.1633
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-19,85.7598
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-20,86.4174
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-23,86.2552
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-24,85.3117
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-25,84.1807
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-26,83.3778
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-27,82.5122
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-30,83.0715
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-05-31,82.8642
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-01,82.9828
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-02,82.9117
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-03,82.6634
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-06,83.5551
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-07,84.1281
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-08,85.1339
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-09,84.6285
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-10,84.2603
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-13,84.4894
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-14,85.2141
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-15,85.0072
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-16,85.8241
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-17,85.1809
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-20,85.6496
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-21,86.0426
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-22,85.2258
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-23,85.0419
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-24,85.1237
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-27,83.1205
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-28,83.744
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-29,82.9028
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-06-30,82.5624
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-01,82.2771
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-04,80.5704
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-05,80.3656
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-06,80.4259
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-07,81.8779
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-08,82.4767
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-11,83.3116
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-12,81.8794
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-13,81.3043
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-14,82.5391
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-15,83.4329
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-18,82.9745
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-19,83.0273
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-20,83.7065
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-21,83.914
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-22,84.1475
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-25,83.8675
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-26,84.2967
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-27,84.9982
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-28,84.9791
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-07-29,83.8092
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-01,83.7548
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-02,82.7843
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-03,84.2797
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-04,83.3507
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-05,83.4176
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-08,82.7909
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-09,82.6863
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-10,83.3196
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-11,84.1895
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-12,84.6971
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-15,85.1125
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-16,84.6409
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-17,84.0374
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-18,83.591
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-19,84.1248
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-22,85.0764
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-23,84.0978
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-24,83.7598
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-25,83.6297
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-26,82.7568
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-29,83.4803
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-30,84.2803
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-08-31,86.2425
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-01,87.4132
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-02,88.2416
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-05,88.3444
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-06,88.6648
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-07,87.4329
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-08,87.9498
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-09,87.9829
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-12,88.1671
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-13,87.7925
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-14,88.3009
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-15,87.8342
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-16,88.3432
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-19,88.5558
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-20,88.9344
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-21,88.2671
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-22,87.7128
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-23,86.8328
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-26,87.5669
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-27,87.785
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-28,87.4196
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-29,87.4689
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-09-30,88.1875
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-03,87.7691
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-04,87.354
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-05,86.6355
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-06,85.9392
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-07,85.5676
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-10,86.6082
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-11,87.128
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-12,88.0284
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-13,88.7667
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-14,88.1725
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-17,89.3414
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-18,90.1042
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-19,91.4835
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-20,92.9176
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-21,92.4922
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-24,92.2488
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-25,90.5034
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-26,90.9696
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-27,91.097
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-28,90.7082
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-10-31,90.4693
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-01,90.7165
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-02,89.6602
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-03,91.0098
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-04,91.7798
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-07,91.847
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-08,91.729
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-09,91.865
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-10,92.5317
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-11,94.2086
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-14,93.7743
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-15,94.9748
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-16,94.9059
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-17,94.4532
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-18,94.3966
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-21,95.4474
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-22,95.0791
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-23,95.427
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-24,94.8407
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-25,94.642
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-28,95.5162
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-29,95.3405
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-11-30,94.7473
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-01,94.2781
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-02,94.4354
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-05,94.3995
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-06,94.6045
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-07,94.3576
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-08,94.9111
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-09,95.6233
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-12,95.3331
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-13,95.4688
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-14,94.9639
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-15,94.9897
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-16,94.706
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-19,94.9939
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-20,94.7951
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-21,95.0658
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-22,95.2594
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-23,95.51
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-26,96.5984
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-27,97.3111
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-28,98.197
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-29,98.4493
100016,HDFC Top 100 Fund - Regular Plan - Growth,2022-12-30,98.6742
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-02,100.0701
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-03,100.0617
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-04,100.4303
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-05,100.2925
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-06,99.8607
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-09,100.8493
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-10,100.2041
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-11,101.0565
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-12,101.846
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-13,101.6624
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-16,101.0797
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-17,101.1148
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-18,102.3041
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-19,102.9094
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-20,103.8051
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-23,103.9507
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-24,104.2359
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-25,105.0772
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-26,105.3856
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-27,106.0859
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-30,106.2917
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-01-31,107.1397
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-01,105.9567
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-02,105.8048
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-03,105.283
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-06,105.5075
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-07,105.5232
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-08,107.6946
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-09,106.5985
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-10,107.7273
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-13,108.9442
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-14,109.7701
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-15,109.5553
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-16,109.815
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-17,111.1894
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-20,109.9269
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-21,109.4202
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-22,109.1489
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-23,109.609
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-24,111.1719
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-27,113.0846
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-02-28,111.3635
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-01,110.2981
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-02,110.2833
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-03,111.0318
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-06,111.671
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-07,110.7785
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-08,110.8379
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-09,108.6304
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-10,109.0409
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-13,109.442
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-14,109.2361
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-15,108.6595
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-16,108.4369
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-17,108.4839
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-20,110.3158
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-21,109.5511
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-22,109.4286
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-23,110.2354
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-24,110.263
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-27,110.4067
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-28,109.8567
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-29,110.5857
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-30,108.3511
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-03-31,107.5818
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-03,109.3617
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-04,108.4798
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-05,107.7793
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-06,107.1024
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-07,106.4938
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-10,106.543
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-11,107.6986
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-12,107.9247
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-13,107.7864
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-14,109.4445
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-17,108.9664
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-18,108.9415
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-19,109.1502
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-20,109.713
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-21,108.8115
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-24,107.7611
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-25,108.8789
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-26,111.0514
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-27,110.5828
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-04-28,109.6153
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-05-01,108.446
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-05-02,109.6501
100016,HDFC Top 100 Fund - Regular Plan - Growth,2023-05-03,107.9238
